SJEU8777103: 28.233.918/3530-92<->65.419.099/1075-13
WHIZ5177214: 81.617.904/1408-23<->77.795.944/5819-96
IMKZ4260054: 45.548.715/8213-92<->82.168.736/0503-55
BYDZ3939265: 33.054.764/3965-64<->83.324.724/3182-19
NMGJ0874313: 74.570.140/4254-07<->27.951.122/4062-95
CMYU1240503: 14.740.028/3052-86<->76.823.005/0680-10
FGYZ2387426: 27.402.077/2782-06<->77.256.001/3255-25
NJYZ0546253: 21.960.419/4076-45<->78.813.565/6322-87
XIWZ4246521: 05.225.029/5936-02<->27.213.407/4793-09
LWTJ0576807: 69.879.273/4190-02<->41.890.520/7190-69
ZUAU4372529: 71.188.297/4230-41<->19.423.323/2521-86
RTXJ8813687: 62.514.862/5782-31<->72.591.238/1881-59
WYXZ2984784: 59.192.613/5213-46<->34.637.808/6956-53
OYUZ7023326: 52.275.744/1699-98<->78.598.998/9264-18
GJOU3325815: 09.263.828/6441-13<->87.981.996/1910-29
WCIJ9545452: 79.382.237/6041-89<->58.051.090/0558-12
CVWU9746764: 58.989.811/8391-67<->62.682.535/9185-19
SJIJ7285672: 71.571.743/9228-56<->24.115.480/4578-86
JVBU9464949: 76.497.808/9002-26<->36.736.672/2038-65
LYAJ5698091: 24.485.273/0408-87<->99.653.656/5802-46
BJWU0287373: 71.448.957/5806-90<->28.115.741/9465-43
EOKJ9399946: 59.756.821/0575-89<->30.812.067/2566-08
QTLZ7240883: 00.167.040/3766-07<->88.713.116/1891-79
JDRZ4519860: 85.735.165/4509-34<->58.694.588/7969-07
PYPZ6757561: 56.296.825/1015-72<->30.564.069/4302-48
MVOJ5255233: 81.416.356/7843-19<->98.729.287/7157-58
NYYZ4482312: 53.352.307/5726-59<->03.233.668/3976-00
CHLU3796663: 53.481.190/0798-23<->72.902.294/6402-75
AAXJ2323083: 13.995.920/5819-50<->15.450.018/6919-42
KVLU1806768: 56.504.936/6166-40<->46.403.319/1158-61
YGDZ1220675: 68.168.758/4733-96<->94.367.897/4013-19
LYGJ8630699: 47.785.243/9702-73<->52.197.490/6485-00
KRDU1247732: 19.995.258/9035-05<->88.789.750/2543-29
EJIU4947456: 99.570.502/3513-22<->84.096.449/1458-97
HHFJ6925719: 23.856.544/9869-14<->81.282.954/6141-55
FWRJ0696678: 38.146.405/9894-77<->49.620.373/5462-10
MGJJ9210390: 26.074.903/7935-01<->26.760.208/0269-27
NMTZ3129814: 27.667.651/8956-05<->85.921.287/2235-76
CWSU7872538: 32.368.110/2380-98<->87.077.096/5228-49
IZLJ6436436: 86.417.845/9276-72<->92.046.056/2357-20
OSBZ2145419: 45.958.676/1885-05<->37.708.159/4055-20
JMJU6997367: 91.392.768/3695-23<->63.258.677/8254-38
UMDZ5965212: 46.004.597/2665-01<->15.701.864/0236-32
PSSJ7883623: 07.633.389/9633-98<->31.097.825/1799-69
HRUZ0562833: 49.122.998/9251-79<->92.766.878/0607-46
TUIJ0460507: 90.463.826/1540-52<->75.890.223/9998-78
NCOJ1372747: 94.664.454/0618-46<->94.176.582/8571-98
ZJJJ8430611: 98.069.568/5455-76<->49.749.785/1200-77
ITWJ2393309: 61.847.397/4277-84<->26.318.250/5708-23
GJBJ4628279: 84.259.701/0148-93<->53.613.800/0927-77
ZKYJ7933857: 30.633.753/3304-41<->58.625.019/1315-52
TZEZ0935191: 28.720.374/0568-78<->97.585.498/8856-08
KJRU4021983: 53.689.633/1183-25<->71.498.739/8372-90
GQLZ1912479: 59.707.902/6717-95<->88.307.302/2486-21
JGKZ7996031: 00.743.776/1844-53<->39.871.484/7024-24
EUCZ6544808: 44.502.044/5173-27<->09.829.468/4221-77
XOJJ1518082: 59.131.253/4710-80<->60.377.606/5507-55
DHNJ3277759: 28.848.303/7153-92<->83.516.954/4002-13
ISJZ5862899: 55.694.934/9972-44<->37.020.704/3549-99
FXJJ3518362: 39.224.865/8246-01<->67.612.853/5487-66
FNFZ6039082: 36.228.911/5469-73<->75.482.531/9710-73
KCEJ1216774: 20.708.010/5828-86<->91.791.988/1977-49
WUZZ3005187: 65.041.563/6275-03<->58.697.891/9866-45
SAOJ5971566: 58.602.278/2658-64<->62.599.746/7180-86
VIFJ0793968: 03.828.316/2731-06<->75.346.374/9804-01
WWLJ9311436: 64.187.609/6144-72<->29.276.367/0906-65
ENCZ6382486: 63.133.507/6958-78<->27.824.125/1401-05
CBBU0708201: 33.495.787/1314-79<->83.322.799/6839-53
APZJ4335326: 78.370.604/1063-64<->98.566.627/5580-32
OPMJ9065914: 14.005.433/1879-94<->54.587.726/4105-52
BKSU2380705: 06.982.796/7637-85<->23.607.511/5667-13
KDJU6866235: 60.132.318/0232-75<->67.702.435/7148-47
PZDZ5983736: 49.203.377/4959-27<->68.644.305/5507-39
KLKZ9978867: 29.741.600/9801-89<->26.838.514/8152-25
LKSU7258591: 60.221.402/1491-98<->43.630.553/2604-52
XNZJ1608223: 80.799.763/4318-41<->34.170.368/3631-22
ONRJ0275236: 29.802.604/3079-85<->69.113.752/9261-92
KGGZ6199055: 27.303.163/3602-93<->00.237.809/3884-18
BCWZ3672503: 46.280.454/3718-29<->03.688.328/3181-96
SQBU8698547: 71.427.037/6484-94<->82.603.264/4394-78
BGJZ0521084: 45.794.600/2641-47<->09.981.435/8505-75
FCLU8960555: 16.958.735/3716-37<->67.624.621/1817-08
QWXJ6707555: 21.137.415/9229-82<->46.048.826/7543-65
KMAU9918827: 40.778.746/4187-94<->42.318.400/3493-68
LAOJ8810713: 59.705.868/0075-61<->74.961.143/8188-96
SODU8210098: 59.810.417/5763-99<->87.443.793/1534-96
CVGJ3398326: 99.904.822/3139-94<->76.895.563/9519-43
SHOJ0395063: 11.304.581/6015-90<->74.301.396/0777-25
EALJ5116582: 84.705.606/4012-08<->17.692.931/9741-42
NWWU9897215: 47.551.963/0938-22<->96.121.606/9846-76
SASJ3038866: 98.540.236/4807-38<->88.429.744/2818-98
RLNJ2286512: 77.452.740/9947-55<->80.517.142/8925-61
GOUU4496219: 83.799.924/9387-58<->01.167.242/5224-37
OXBJ0811150: 69.543.578/6231-39<->78.756.620/8298-14
ZBGZ6989521: 29.069.925/7101-55<->48.337.844/8756-48
DGMJ2657425: 79.336.065/5984-12<->97.618.329/5683-08
AZTU6204313: 04.881.657/5484-27<->82.810.302/6293-32
UTQU4397144: 70.053.070/9415-13<->54.220.075/3178-05
SCZZ5037521: 27.180.341/4826-84<->44.906.424/2374-76
STXZ4467564: 32.629.218/5235-45<->23.614.968/0414-82
PKTJ7519876: 94.221.866/3485-93<->32.267.303/6801-30
TUNZ6640052: 52.739.919/6212-87<->76.084.969/6843-38
GXVZ3583169: 07.164.849/2531-53<->90.792.342/2923-36
HWLU6265390: 62.769.197/1132-38<->76.208.945/3121-73
MBSU4239108: 61.087.898/6598-50<->52.855.786/4274-05
QBGU4150005: 71.015.843/2581-43<->75.197.370/5006-80
JXGZ3741118: 66.194.200/6857-27<->04.062.105/0683-26
OWWU6592963: 13.273.034/7933-90<->34.803.797/3259-39
PEIJ5196515: 22.727.223/5615-26<->91.496.123/7984-17
GISZ8963246: 40.910.676/3423-57<->70.867.993/9665-38
XWSU9755885: 72.828.755/6717-01<->40.611.869/3055-38
HKMJ8836617: 33.122.193/0942-12<->30.403.070/2502-84
VAQZ3587908: 01.572.132/4473-49<->51.517.401/3203-52
ZVLZ8695673: 52.094.872/9146-86<->53.085.224/7906-25
QIKJ9071474: 97.899.609/1151-20<->61.452.413/0491-09
RGWU9454839: 24.796.009/8786-26<->93.138.187/4385-40
FVBZ7663505: 11.725.424/5075-63<->75.848.545/4245-57
DICJ4660257: 85.078.613/5921-81<->33.957.073/0184-33
BLDJ0059407: 73.618.630/2966-64<->02.890.964/6625-49
HKNZ1344222: 39.782.422/1382-42<->56.562.777/4746-89
YXAZ7703145: 51.395.334/1330-47<->25.540.672/1615-20
TMQJ5566985: 24.172.999/0632-04<->29.324.247/0300-32
OOFU9929531: 13.688.875/9047-09<->83.792.313/5615-89
OCQJ0007301: 46.166.523/0368-60<->76.526.002/7481-53
THIZ3594647: 38.684.421/3935-84<->62.686.469/8684-91
ZETJ6803942: 05.223.648/0129-49<->43.000.443/3147-83
YSUZ8606243: 85.925.539/3354-16<->60.435.371/5458-53
OVYZ3936781: 36.560.495/9168-86<->14.921.327/6123-32
QEPZ3414357: 63.452.661/6342-35<->96.613.282/4253-49
WVHU6106528: 68.218.830/7735-96<->19.350.664/9873-05
GDPU9075050: 37.977.505/4143-55<->04.961.869/3727-02
CFKJ3147304: 40.035.185/9961-42<->97.207.011/5119-12
PPEJ0923204: 33.561.800/9246-55<->18.663.663/3265-97
IOHZ7197311: 70.664.115/4756-38<->61.314.124/4779-42
BSAZ9093562: 36.431.873/0199-65<->73.049.107/9709-81
VGVU9245758: 11.808.072/8091-73<->39.182.930/5878-45
GFZZ0620365: 87.491.481/4365-00<->85.173.561/0366-90
YXYJ3192616: 63.690.122/8892-24<->10.711.867/0439-33
VAGU8253971: 93.231.448/4299-94<->74.033.003/0838-26
XNPZ3506227: 28.070.426/7520-00<->02.828.233/4287-01
IFPZ2243240: 95.903.902/5639-94<->78.265.552/6473-98
MNEZ8360938: 30.925.886/4388-96<->62.334.343/4626-05
ZGGJ2909785: 11.228.592/9481-49<->96.780.598/1688-96
FYZZ1894922: 63.293.971/8313-73<->84.846.428/0061-74
QDWJ3052823: 53.424.993/3724-33<->66.653.864/7973-30
BBTJ2315189: 92.461.138/3071-79<->09.684.551/3140-83
XLNU7029204: 76.283.128/6783-08<->04.209.518/6445-26
XCJU8047971: 95.728.276/7624-49<->32.204.056/7839-99
OTPU6991488: 26.739.395/8224-65<->11.831.057/0156-87
ILWU2216490: 87.470.830/5736-40<->17.214.038/0294-26
VVKJ7674203: 08.429.482/6119-07<->84.277.571/5771-08
FVHJ6137126: 29.079.438/7924-74<->22.563.925/3896-25
FHRJ5118439: 70.392.547/7726-13<->59.117.656/0925-21
GOIU1784979: 06.371.461/2921-64<->83.464.454/4838-82
SRFJ4668454: 75.297.784/7620-58<->51.194.748/5318-88
LFVU9277569: 20.452.126/0316-40<->06.277.920/5006-80
MUBZ4967359: 07.222.580/1074-27<->16.555.423/8757-74
DNJZ6658075: 73.756.599/3417-80<->50.548.142/4718-61
PKLJ5660368: 82.390.738/6166-09<->56.186.802/6590-16
CTBJ6436430: 20.575.877/9489-01<->15.816.928/7577-12
EWSJ9346508: 13.329.220/1502-72<->06.712.753/6714-78
JXCZ7388819: 07.041.008/9453-04<->12.313.663/1544-71
SKBZ7148324: 34.537.602/5089-68<->30.852.950/7340-56
TUXJ5112351: 90.316.986/6200-21<->90.702.474/5467-63
MWFZ7934027: 99.972.193/1096-17<->70.776.020/1961-87
PCAU2818399: 16.858.902/5709-45<->75.918.781/8938-24
YOTZ9067037: 37.816.564/9197-64<->95.382.376/0828-76
CEGJ6394641: 10.268.351/8136-49<->69.102.260/1888-14
IQBJ8485451: 31.995.496/2903-97<->86.064.396/6084-51
XFOU6739836: 12.765.953/7472-70<->31.129.463/8934-65
FEHZ1208671: 48.812.401/4786-84<->14.804.029/7611-97
IYBJ8904020: 60.180.224/1742-16<->31.054.391/8089-81
JIWZ8549598: 21.162.789/3876-36<->32.943.034/0712-68
SGMU1179733: 27.510.152/6455-88<->81.393.065/5659-30
LNSJ0145225: 89.352.676/1274-61<->64.943.235/8709-62
TDWZ0068379: 40.248.000/8382-96<->93.193.720/9214-58
ZUAJ7708091: 09.924.907/1902-81<->94.798.213/3970-93
EYDU8591069: 40.083.427/1034-35<->06.003.093/0581-25
XNQZ1192464: 11.797.666/3065-62<->32.697.624/7090-31
OGXZ8327185: 15.456.790/2100-65<->47.950.544/1388-58
JTYZ7137559: 89.402.633/2471-41<->54.048.491/4381-81
MUKJ6977139: 32.947.236/4452-71<->82.434.283/8431-01
MAJJ7852475: 85.672.550/1827-91<->03.838.407/0559-34
NCSZ0449597: 69.647.659/7505-86<->63.205.294/2703-17
BHMU9002911: 68.790.300/5284-52<->98.100.656/3552-82
UBOU3376972: 38.525.703/2400-26<->85.580.960/5752-03
ZZLJ2427601: 72.425.666/9038-20<->05.530.111/4099-68
VFPJ8917138: 14.406.798/9586-67<->89.049.469/4406-93
FJMU7884164: 71.732.752/5073-70<->82.450.692/8654-61
LCEJ2970889: 21.768.672/5778-46<->40.971.758/0622-76
JQSJ0974543: 60.455.140/4747-68<->13.264.398/6995-27
FWCZ8317262: 27.862.418/4492-05<->65.390.756/9867-21
ZHNZ8692461: 62.633.364/7725-08<->95.710.577/3896-31
GRZJ0920179: 10.805.720/8701-84<->00.707.163/7302-52
JDMU2831002: 39.473.776/6982-84<->19.219.833/5044-68
GSIU2884871: 06.109.620/5524-52<->59.494.083/9144-58
ETLZ9418743: 78.063.820/4202-03<->77.404.021/5060-03
LYBJ4181103: 02.751.168/6739-96<->93.010.056/4181-98
EHGZ3950558: 64.059.041/4734-73<->07.189.774/9980-96
BKNJ6192835: 38.120.582/1284-18<->50.484.806/1496-21
BXFJ8341311: 58.960.557/6805-59<->89.910.623/4465-59
KJBJ6942136: 15.403.282/4111-29<->57.933.935/4049-93
RTOU0690456: 17.278.060/3541-76<->32.469.884/1312-29
VTZZ4161324: 90.880.185/6337-82<->64.739.392/4183-87
IPOU3126662: 52.155.684/7116-25<->81.990.839/9188-43
NKUU5261327: 56.364.843/2379-80<->91.543.882/0426-85
SZIZ8005186: 05.343.737/7170-62<->50.083.470/4164-88
XRYJ1200209: 57.074.190/8259-60<->54.969.069/1366-42
ROZZ8915491: 82.252.621/1740-30<->63.853.296/4967-47
NLQJ0646792: 96.996.526/4665-94<->82.201.311/4078-51
WGGU2044873: 97.334.771/5159-33<->54.745.061/1187-38
KZRZ6595073: 91.257.192/3667-03<->76.308.155/8803-28
LKEZ5240247: 65.064.129/8227-20<->78.677.583/7887-59
BJVJ8196035: 15.351.828/0045-63<->69.871.844/8391-10
BIWU0667238: 86.494.740/6581-24<->85.507.951/1648-51
JYUJ4793009: 55.034.192/4328-66<->90.863.781/8700-09
XHRU3339523: 40.476.040/9510-72<->69.580.316/3343-70
BYUJ8647448: 72.730.395/2493-27<->70.653.353/8957-27
BUHJ7701672: 34.948.650/9415-50<->37.074.781/9300-23
HILU5522647: 65.855.622/2887-11<->45.438.554/0134-85
FNUZ6907075: 88.421.396/5831-62<->82.173.576/6260-47
HEMZ6913606: 62.280.461/5157-25<->38.233.653/1272-31
WVEZ0698504: 15.804.224/4382-06<->54.962.213/3543-86
GZGU1495988: 00.875.130/0010-31<->05.667.641/8666-37
SFRZ8059988: 51.730.139/9347-26<->58.929.409/6762-71
WWQZ2389317: 66.408.131/2628-54<->45.789.308/6328-30
WUDJ4881280: 68.517.163/6900-06<->36.615.320/4635-45
FHMZ2800193: 88.070.476/0753-35<->81.029.545/3307-27
FVNU3382415: 35.659.959/3282-94<->47.467.718/9128-00
JKKZ1179831: 33.221.037/4465-18<->01.322.519/4900-62
KJZU7292841: 76.064.774/3598-88<->92.497.146/6154-26
PDFU8256846: 40.536.987/0368-88<->52.425.163/9555-06
PSLZ3428292: 61.407.348/5725-98<->02.998.612/0945-00
JFRJ8829238: 55.755.068/2205-63<->05.325.080/2652-98
ZRRJ0148145: 02.120.742/4395-61<->34.955.799/2070-49
JCIZ6442260: 16.226.129/0068-98<->55.033.999/2706-00
LOWU4680314: 81.746.591/2542-67<->13.973.831/2774-36
AYDZ9595607: 75.757.999/4303-77<->84.720.613/9424-48
JEKJ5728278: 03.759.177/6732-86<->64.235.867/9286-87
NLTZ4059383: 45.186.609/7420-81<->81.361.267/6395-82
LUKU7004805: 06.522.575/3743-62<->74.339.596/5103-86
KMUU2741914: 57.512.924/8046-08<->93.838.716/3348-65
BCZU8577691: 22.398.700/6751-94<->18.469.826/3288-23
JZEZ7400485: 72.580.720/1435-38<->86.929.632/0938-91
LRKZ5145715: 53.938.487/9587-40<->27.755.569/7811-66
RZRZ3121675: 53.018.647/2811-19<->75.958.949/9910-97
VCQU9059597: 68.901.577/6406-32<->21.190.731/3940-05
RNWJ7380814: 31.309.533/2494-66<->42.448.822/5271-35
OZRJ4323790: 19.148.888/6645-60<->89.091.911/3554-89
ANBJ4033570: 60.340.911/1181-52<->74.610.653/9921-52
UNLU8911442: 35.955.814/9905-37<->47.562.798/9939-64
FJSU7543936: 49.999.494/8030-23<->15.277.643/6169-11
PIFZ3525593: 42.044.787/5448-69<->28.629.459/8547-95
AYOU8942944: 70.109.426/5514-06<->49.463.257/6288-23
JBHJ1297698: 76.407.273/5898-63<->95.546.565/6490-46
VSJJ4309776: 97.462.399/3791-53<->83.467.344/1162-61
MGJU2159048: 51.744.703/3341-29<->86.940.840/5066-13
RKDJ4594654: 94.588.013/7653-59<->01.264.496/5111-90
PSOJ1325450: 28.241.800/6187-88<->80.760.011/5692-64
JLDZ3344030: 96.209.946/4024-31<->16.753.933/4171-04
NRSJ6100140: 13.033.314/0741-06<->87.858.840/6693-89
EBJU5927929: 37.977.937/5497-81<->60.266.731/0134-64
IKJU6324508: 12.972.583/2926-98<->74.267.157/5129-28
SBLZ2824449: 01.172.902/2330-53<->84.324.987/3974-73
BIMJ8305684: 89.549.871/8490-03<->71.482.909/4139-29
ESZJ0397687: 88.344.933/1338-66<->08.710.568/6636-19
DBTJ7381449: 31.550.946/9091-18<->06.264.056/3965-05
XRVZ7537837: 93.094.465/1563-47<->48.509.476/4221-25
ELUJ9273928: 76.292.736/8360-97<->24.851.678/5009-95
POPZ7109534: 92.069.317/4066-13<->28.442.175/4876-57
JRRU8918256: 88.256.252/5460-98<->45.870.918/5917-18
DMFU5021036: 03.186.347/9285-17<->91.189.660/4965-64
NGAJ3228829: 83.257.678/4104-21<->26.391.946/9358-08
VFDZ1111364: 80.066.635/2299-25<->47.671.451/6879-49
ZWFJ0975101: 53.087.086/2865-82<->03.126.595/5143-05
LVBZ3976889: 79.852.266/7823-87<->33.224.674/5705-65
ZWCJ1665975: 47.858.837/7643-01<->25.249.571/7218-87
KMUZ5601446: 15.197.530/7918-97<->89.127.528/4537-85
CWSZ2003775: 43.112.778/1998-92<->57.961.158/2411-60
NZOZ0960005: 09.207.034/9340-56<->16.581.946/6858-36
CFWZ0090364: 91.682.065/7604-63<->13.876.222/6411-10
HLIZ2088983: 47.796.489/3394-60<->41.881.798/4424-24
FKNJ5158164: 08.916.370/1174-60<->72.389.927/9706-57
NFMJ4353964: 10.848.103/9421-81<->02.434.892/6236-39
BHYJ7769234: 13.150.189/4093-60<->94.001.622/1197-60
QXTU5806486: 05.503.671/0030-23<->11.803.026/2883-95
DSIZ9324597: 39.681.314/8065-75<->02.644.184/0158-97
FBNZ6809123: 49.797.347/8143-58<->54.761.068/9152-40
CRSJ6554418: 14.539.689/7802-85<->44.233.871/8255-45
CMLU7471891: 82.875.090/3976-96<->93.740.723/1663-63
KRQZ4099800: 03.228.498/8029-22<->40.596.382/3333-00
EZNJ8096273: 83.661.255/8329-85<->08.752.524/2052-61
WAGJ5010258: 40.870.664/2072-99<->36.142.331/1625-83
XPBU9570164: 54.024.382/9363-76<->90.972.622/7471-15
JCFJ9155561: 76.797.010/7170-29<->97.978.854/6142-89
ERWU8452282: 98.817.915/9980-96<->76.493.631/7070-66
RXGZ3512572: 16.731.104/1131-59<->00.004.966/8415-00
AHIJ3149248: 08.363.840/6215-77<->78.056.801/9677-51
VGPZ9523548: 73.292.479/0256-53<->24.125.886/0647-26
DFZJ8213036: 97.318.454/0718-27<->20.527.618/2038-92
VYWZ3738930: 21.208.125/0265-27<->56.904.377/5169-23
IXHU5126171: 42.272.506/0420-69<->83.147.651/8887-33
MDCJ0785363: 68.169.662/5392-92<->99.751.606/8343-27
SGLU7691597: 35.111.360/4830-10<->75.832.631/5653-42
ZOGZ1275335: 63.330.619/3500-17<->72.439.867/3009-41
UUMU4322832: 27.831.462/7353-35<->13.246.528/4800-50
TGGZ6356652: 29.404.650/1337-92<->99.093.287/3973-77
YBUZ0132817: 06.994.652/1401-55<->23.176.669/4193-41
KFXZ8932343: 24.461.897/4096-51<->31.431.625/0834-71
DRJZ1437893: 58.068.363/2483-77<->19.256.732/9925-39
FVNJ5789228: 80.936.351/4278-36<->97.246.463/5736-91
DPVU9650707: 70.266.411/1268-75<->30.839.535/5145-43
KFDZ7594765: 65.773.376/8794-73<->20.959.355/3081-45
HUSZ2155602: 18.834.450/0030-31<->31.100.264/5984-66
WUDJ6608188: 05.585.693/2136-71<->75.966.011/0832-48
GRQU8344405: 15.885.671/7353-98<->56.094.357/1169-10
LGMU7404874: 50.882.983/2057-27<->31.291.780/2941-41
JAJU3677945: 14.359.078/2047-42<->64.623.996/2536-65
LPGJ6876416: 34.313.730/2550-94<->07.221.564/3686-64
VJXJ6963502: 15.160.443/0791-00<->94.069.340/7139-32
FSSJ5307578: 87.960.072/3357-83<->87.175.556/0196-17
NEDZ5987155: 75.823.940/1038-43<->04.736.741/8260-12
NTLZ1138244: 84.946.690/0435-92<->78.624.707/4181-29
QKGU8259101: 93.617.193/0689-78<->33.243.703/7865-18
CQEZ7113876: 09.097.747/1209-61<->57.272.723/8628-81
VFCU3253240: 02.875.364/5096-32<->60.979.756/3545-10
VGGJ9956860: 95.332.110/0224-15<->05.462.153/9135-04
DOTJ8820905: 97.427.136/5131-77<->57.493.881/0190-27
NMDU7173905: 33.838.888/6768-69<->35.721.231/2243-61
ARSJ7853737: 20.633.374/3860-82<->44.232.314/6305-23
WTZU8643270: 13.511.608/0713-50<->46.593.399/3505-61
ZJVJ4683869: 42.331.186/3683-21<->23.799.540/4205-84
FDZJ9524465: 85.244.569/5776-17<->79.527.589/1969-65
CTZJ8467081: 00.611.732/7824-44<->35.769.289/2401-88
FSFU2819341: 05.616.318/5062-10<->34.527.776/3242-90
ZBGU7734998: 50.211.580/3634-77<->44.394.573/4230-37
JMAJ7920146: 28.492.973/5012-40<->74.576.400/4648-87
KUTU1695767: 99.252.338/1345-85<->06.296.054/4642-88
DXLJ3845801: 39.926.771/7655-68<->25.101.838/5123-09
ULJJ9184990: 84.238.593/3561-66<->13.808.587/7175-70
OOMZ2556235: 46.205.200/0826-93<->07.015.908/6662-95
UDTU6772546: 60.585.639/6370-91<->58.614.437/6652-96
CLXU2421505: 03.851.049/7163-12<->09.156.343/1205-77
UYFJ5026299: 11.516.369/3739-99<->39.270.915/0967-36
ERWJ4005097: 25.696.837/1044-00<->58.430.026/9803-82
HXUZ2577527: 69.343.616/5554-37<->54.424.209/1100-15
DREJ8522564: 05.971.256/8645-60<->42.019.902/4561-12
RGLZ8195903: 33.834.741/5360-03<->99.285.341/1995-52
RKSZ3385417: 94.520.620/3855-73<->09.247.206/8008-33
HCBJ6983230: 54.384.022/2452-13<->40.812.833/1633-31
KMWU4664380: 84.796.725/5426-33<->51.718.245/2122-71
FAKJ6559221: 64.289.231/0695-89<->63.621.650/4069-01
MLZU1867737: 81.512.341/8329-37<->19.992.868/0650-65
EEHZ3945343: 44.139.528/6667-12<->70.168.405/2807-94
BTRU9638715: 37.067.173/6535-85<->91.771.799/0163-41
EPFZ4979988: 63.200.735/3736-80<->60.233.558/3327-33
ELQU4937339: 14.720.954/6369-93<->69.671.564/9263-05
UJMZ6785046: 30.908.663/0595-47<->13.380.600/2653-00
MWGJ0348054: 70.694.709/4982-34<->94.843.918/7796-15
WGKZ7124713: 69.723.985/9615-97<->64.254.169/8848-79
JICU3048160: 86.936.318/3189-37<->92.119.997/4074-77
ADRJ0405743: 05.717.583/5702-15<->75.983.067/2352-16
DDNZ8785584: 90.139.764/8808-38<->85.135.506/2941-48
BHYU3551531: 78.640.177/0411-85<->54.207.570/3520-66
TCAU1355573: 04.186.166/8501-84<->41.009.670/7480-17
SYIU1312448: 85.796.778/3622-73<->08.923.595/7660-06
MDAZ9318231: 57.236.276/0301-44<->00.020.842/5890-31
VQRJ7772935: 35.774.768/6968-62<->11.393.017/4160-86
XYEU0691597: 82.136.705/2067-77<->80.828.165/4882-80
YQKJ8137708: 35.245.812/9560-89<->58.440.241/7827-49
YIRJ6352033: 75.293.422/2515-20<->27.613.616/8198-80
BPHU7035663: 64.829.140/8120-20<->49.888.491/9088-47
LYUZ9493074: 50.279.993/5081-59<->34.119.683/6194-95
MBNJ4661229: 61.899.428/6879-50<->96.707.085/0669-58
JIIJ8115911: 37.145.356/8841-76<->86.197.472/6693-53
SXSZ1645028: 45.035.187/9944-61<->46.599.132/5625-85
ARZZ4557389: 60.074.892/7187-07<->86.994.102/2507-74
MHQZ9327892: 78.705.730/3087-00<->55.861.434/5618-34
GBSJ4019827: 36.471.789/4456-57<->18.761.376/5428-40
XUVJ7454755: 24.880.059/6773-82<->77.466.782/8225-52
EFVZ5824891: 44.802.936/9176-73<->32.388.785/0665-84
TYPU0573474: 05.154.304/3922-94<->44.338.386/8211-01
XZOJ7305905: 07.855.772/7664-35<->30.224.776/0457-00
UCUU4984197: 58.284.256/0515-35<->48.362.727/2746-94
FFGU0681180: 75.845.677/3078-57<->42.083.709/9398-03
ZULU3392402: 05.228.469/5118-21<->23.878.411/9592-61
OCDJ0138904: 93.889.068/1515-47<->89.929.242/7478-46
LBZZ8181530: 61.227.633/4513-21<->31.888.325/7202-99
OCFZ4856533: 48.719.688/5101-60<->39.637.348/4543-66
KIRZ0536643: 68.844.508/2365-79<->59.725.850/9590-73
YQOZ9616099: 01.884.381/1895-57<->40.381.169/6902-23
KHDZ3206263: 99.552.843/8955-91<->49.708.413/6826-07
OHXZ2630298: 27.289.437/2054-09<->14.938.129/0271-98
LDJU6406427: 37.408.554/8089-11<->56.501.770/4621-74
VDOZ8659844: 01.888.176/2248-33<->29.873.932/3530-21
VHYJ2123397: 67.518.976/5954-07<->59.694.776/8883-09
UREU0032647: 53.449.874/1463-74<->55.513.231/5143-03
KCWZ4387624: 11.465.209/8618-89<->09.155.560/1670-53
KAMZ2006582: 16.981.521/3419-60<->70.375.554/2169-03
OFIJ5691382: 04.555.145/0461-45<->18.219.462/2795-93
QQGU9875734: 30.496.633/5503-79<->23.413.057/4283-72
CTCZ6502527: 89.283.001/5238-08<->16.615.341/3763-47
ZUIZ2773361: 06.735.231/3302-84<->91.543.489/5999-57
HILU4426141: 84.088.957/0684-95<->62.242.542/4212-96
YANZ8958775: 49.467.593/2897-13<->81.001.873/2997-81
LOTU7724203: 26.122.686/8344-62<->73.440.059/8892-02
LGIZ8026084: 32.170.407/6288-19<->11.129.047/2272-22
VOBZ1291594: 29.287.083/2293-39<->50.231.501/7762-09
QEVJ7806821: 50.759.512/8856-31<->59.643.115/4959-08
GQQZ1576194: 42.083.972/6963-72<->05.948.918/5652-03
NIVU6779420: 39.443.309/9196-62<->99.635.414/9130-39
BOOZ9142373: 04.108.034/7640-77<->87.474.915/1036-26
XTMZ0612765: 11.596.452/4835-66<->98.164.864/3168-23
FAGU9844620: 17.515.021/8461-82<->02.128.923/4784-25
ABXJ6346185: 46.522.024/2392-72<->79.141.247/3996-21
HLIJ8434733: 19.686.315/5987-99<->45.945.538/3758-77
BRKU2235990: 77.867.529/3721-69<->31.286.111/4171-65
MUTZ0233618: 49.591.714/9284-72<->64.255.544/3680-00
EIRZ6229523: 51.368.281/4967-72<->87.496.621/0635-91
LNRU6854255: 95.503.342/2227-12<->25.896.731/2071-39
KFDU0658079: 37.984.108/2368-34<->31.352.171/1438-09
DYEU2301966: 04.510.805/0921-05<->85.586.776/3877-02
PJKZ4146358: 53.657.739/0687-04<->58.495.317/4288-20
OJLJ0224695: 89.290.043/4053-53<->09.394.514/6327-67
KIXZ6169063: 54.314.023/8214-09<->01.699.135/2967-02
DIEU5552636: 15.545.960/2467-62<->88.447.618/9587-22
JWPJ8825779: 08.936.286/7133-55<->31.514.810/3938-13
